perturbation_id	perturbation_name	target_gene	mechanism	reversal_score	depmap_score	dgidb_evidence	target_state	priority_score	status	interpretation
LJP008	tanespimycin	GNLY;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	371.1055001106239	0.020214526625620545		EcoNiche module-derived resistance signature	371.3076453768801	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC006	hdac6 inhibitor isox	GZMB;TGFB1	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	341.8061637333013	0.01743500841333425		EcoNiche module-derived resistance signature	341.9805138174346	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC006	BRD-K31342827	CD163;GZMB	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	334.1585333066493	-0.013246442659713097		EcoNiche module-derived resistance signature	334.1585333066493	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP007	INK-128	GZMB;S100A9	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	330.4467876087468	-0.010957523274344152		EcoNiche module-derived resistance signature	330.4467876087468	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
CPC012	BRD-K72238567	CD163;GZMB	LINCS Enrichr signature reversal (downregulate_resistance_up_genes; LINCS_L1000_Chem_Pert_down)	323.23297793596987	-0.013246442659713097		EcoNiche module-derived resistance signature	323.23297793596987	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	sorafenib	AXL;HLA-A;HLA-B	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	304.4552133478669	0.06154524333152694	AXL:interaction:DTC	EcoNiche module-derived resistance signature	315.0706657811822	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	serdemetan	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	292.0827310778606	-0.01839851720975435		EcoNiche module-derived resistance signature	292.0827310778606	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	PHA-793887	AXL;HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	251.29044920067383	-0.004891114252654767		EcoNiche module-derived resistance signature	251.29044920067383	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	JNK-9L	AXL;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	230.55577976215676	-0.00525282196413975		EcoNiche module-derived resistance signature	230.55577976215676	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP006	MK-2206	HLA-A;HLA-B	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	201.77998097385256	0.0812560191665182		EcoNiche module-derived resistance signature	202.59254116551773	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	RAF 265	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	193.517528458574	-0.01839851720975435		EcoNiche module-derived resistance signature	193.517528458574	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP009	BX-795	HLA-B;PSMB9	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	183.36401607846983	-0.01839851720975435		EcoNiche module-derived resistance signature	183.36401607846983	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
LJP005	AZD-8330	HLA-B;S100A8	LINCS Enrichr signature reversal (upregulate_resistance_down_genes; LINCS_L1000_Chem_Pert_up)	148.82592893800745	0.003969353704921149		EcoNiche module-derived resistance signature	148.86562247505665	hypothesis_only	candidate perturbation hypothesis only; requires experimental validation
